company,served_airports_pr_period,neigh_airports_pr_period,pair,airport_type,population,megapolis,tourist,distance_km,distance_km_squared,entry,entry_2
DRU,0,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
KAR,0,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
U6,6,4.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
KZN,0,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
RSJ,0,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
S7,22,3.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
Y7,4,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
R3,4,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
UVT,0,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
N4,5,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
FV,11,1.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
RSD,2,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
UT,13,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
SU,26,2.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
NWS,3,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
YC,4,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
A4,4,0.0,SVX_VOZ,1,1240.7707282169417,2,0,1500.6481858177697,2251944.9775981633,0.0,0
AFL,9,1.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
SDM,4,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
HZ,2,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
AUL,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
5N,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
RT,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
SHU,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
WZ,2,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
DP,4,1.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
7R,2,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
DRU,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
KAR,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
U6,6,5.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
KZN,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
RSJ,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
S7,22,3.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
Y7,4,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
R3,4,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
UVT,0,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
N4,5,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
FV,11,2.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
RSD,2,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
UT,13,1.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
SU,26,2.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
NWS,3,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
YC,4,0.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
A4,4,2.0,ROV_SVX,1,1288.398230362026,2,0,1774.2984697716067,3148135.059833865,0.0,0
AFL,9,3.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
SDM,4,1.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
HZ,2,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
AUL,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
5N,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
RT,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
SHU,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
WZ,2,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
DP,4,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
7R,2,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
DRU,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
KAR,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
U6,6,4.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
KZN,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
RSJ,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
S7,22,4.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
Y7,4,1.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
R3,4,1.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
UVT,0,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
N4,5,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,1.0,1
FV,11,5.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,1.0,0
RSD,2,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
UT,13,1.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
SU,26,5.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
NWS,3,1.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
YC,4,0.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
A4,4,2.0,LED_SVX,2,2803.9415115155307,2,1,1807.2890307557484,3266293.6406900524,0.0,0
AFL,9,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
SDM,4,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
HZ,2,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
AUL,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
5N,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
RT,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
SHU,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
WZ,2,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
DP,4,1.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
7R,2,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
DRU,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
KAR,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
U6,6,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
KZN,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
RSJ,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
S7,22,8.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
Y7,4,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
R3,4,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
UVT,0,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
N4,5,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
FV,11,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
RSD,2,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
UT,13,1.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
SU,26,1.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
NWS,3,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
YC,4,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
A4,4,0.0,KEJ_OVB,1,949.5614777359073,1,0,224.34948817901835,50332.69284618749,0.0,0
AFL,9,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
SDM,4,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
HZ,2,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
AUL,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
5N,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
RT,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
SHU,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
WZ,2,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
DP,4,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
7R,2,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
DRU,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
KAR,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
U6,6,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
KZN,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
RSJ,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
S7,22,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
Y7,4,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
R3,4,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
UVT,0,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
N4,5,1.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
FV,11,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
RSD,2,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
UT,13,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
SU,26,1.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
NWS,3,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
YC,4,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
A4,4,0.0,CEK_KEJ,0,819.7060448721846,1,0,1555.1147461826602,2418381.8737947596,0.0,0
AFL,9,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
SDM,4,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
HZ,2,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
AUL,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
5N,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
RT,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
SHU,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
WZ,2,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
DP,4,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
7R,2,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
DRU,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
KAR,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
U6,6,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
KZN,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
RSJ,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
S7,22,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
Y7,4,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
R3,4,1.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
UVT,0,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
N4,5,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
FV,11,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
RSD,2,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
UT,13,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
SU,26,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
NWS,3,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
YC,4,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
A4,4,0.0,KEJ_KHV,0,587.7601551653531,0,0,3385.419472638018,11461065.005716674,0.0,0
AFL,9,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
SDM,4,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
HZ,2,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
AUL,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
5N,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
RT,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
SHU,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
WZ,2,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
DP,4,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
7R,2,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
DRU,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
KAR,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
U6,6,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
KZN,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
RSJ,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
S7,22,1.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
Y7,4,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
R3,4,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
UVT,0,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
N4,5,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
FV,11,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
RSD,2,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
UT,13,2.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
SU,26,1.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
NWS,3,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
YC,4,1.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
A4,4,0.0,KEJ_KJA,1,780.941098931283,1,0,413.28777457001877,170806.78460903864,0.0,0
AFL,9,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
SDM,4,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
HZ,2,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
AUL,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
5N,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
RT,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
SHU,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
WZ,2,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
DP,4,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
7R,2,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
DRU,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
KAR,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
U6,6,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
KZN,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
RSJ,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
S7,22,2.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
Y7,4,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
R3,4,3.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
UVT,0,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
N4,5,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
FV,11,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
RSD,2,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
UT,13,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
SU,26,1.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
NWS,3,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
YC,4,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
A4,4,0.0,KEJ_YKS,0,417.62183850943427,0,0,2587.8379498625786,6696905.2547489535,0.0,0
AFL,9,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
SDM,4,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
HZ,2,1.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
AUL,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
5N,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
RT,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
SHU,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
WZ,2,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
DP,4,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
7R,2,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
DRU,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
KAR,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
U6,6,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
KZN,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
RSJ,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
S7,22,1.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
Y7,4,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
R3,4,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
UVT,0,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
N4,5,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
FV,11,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
RSD,2,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
UT,13,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
SU,26,2.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
NWS,3,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
YC,4,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
A4,4,0.0,KEJ_VVO,0,581.5453550669973,0,0,3519.4307341715885,12386392.692631567,0.0,0
AFL,9,1.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
SDM,4,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
HZ,2,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
AUL,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
5N,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
RT,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
SHU,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
WZ,2,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
DP,4,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
7R,2,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
DRU,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
KAR,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
U6,6,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
KZN,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
RSJ,0,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
S7,22,2.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
Y7,4,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
R3,4,0.0,IKT_KEJ,0,590.6064679632284,0,0,1246.672757587069,1554192.9645097472,0.0,0
